ID,MONTHS_BALANCE,STATUS
5011130,-11,5
5011131,0,X
5011131,-1,0
5011131,-2,1
5011131,-3,C
5011131,-4,X
5011131,-5,C
5011131,-6,C
5011131,-7,X
5011131,-8,C
5011131,-9,C
5011131,-10,C
5011132,0,C
5011132,-1,X
5011132,-2,C
5011132,-3,C
5011132,-4,X
5011132,-5,X
5011132,-6,1
5011132,-7,C
5011132,-8,X
5011132,-9,C
5011132,-10,C
5011132,-11,X
5011132,-12,C
5011132,-13,X
5011132,-14,X
5011132,-15,0
5011132,-16,1
5011132,-17,C
5011132,-18,C
5011133,0,C
5011133,-1,C
5011133,-2,C
5011133,-3,C
5011133,-4,C
5011133,-5,C
5011133,-6,C
5011133,-7,C
5011133,-8,C
5011133,-9,C
5011133,-10,X
5011133,-11,C
5011133,-12,X
5011133,-13,0
5011133,-14,C
5011133,-15,X
5011133,-16,1
5011133,-17,1
5011133,-18,C
5011133,-19,X
5011133,-20,C
5011134,0,C
5011134,-1,X
5011134,-2,C
5011134,-3,C
5011134,-4,C
5011134,-5,C
5011134,-6,X
5011134,-7,C
5011134,-8,C
5011134,-9,C
5011134,-10,X
5011134,-11,C
5011134,-12,C
5011134,-13,X
5011134,-14,C
5011134,-15,C
5011134,-16,0
5011134,-17,C
5011134,-18,1
5011134,-19,C
5011135,0,C
5011135,-1,C
5011135,-2,C
5011135,-3,C
5011135,-4,C
5011135,-5,3
5011135,-6,1
5011135,-7,1
5011135,-8,5
5011135,-9,C
5011135,-10,C
5011135,-11,C
5011135,-12,C
5011135,-13,C
5011135,-14,C
5011135,-15,X
5011135,-16,0
5011135,-17,C
5011135,-18,C
5011135,-19,C
5011136,0,1
5011136,-1,C
5011136,-2,X
5011136,-3,C
5011136,-4,C
5011136,-5,C
5011136,-6,0
5011136,-7,C
5011136,-8,C
5011136,-9,C
5011137,0,X
5011137,-1,C
5011137,-2,C
5011137,-3,X
5011137,-4,C
5011137,-5,X
5011137,-6,C
5011137,-7,C
5011137,-8,X
5011138,0,C
5011138,-1,1
5011138,-2,X
5011138,-3,X
5011138,-4,1
5011138,-5,C
5011138,-6,C
5011138,-7,C
5011138,-8,0
5011138,-9,0
5011138,-10,C
5011138,-11,X
5011139,0,C
5011139,-1,C
5011139,-2,1
5011139,-3,C
5011139,-4,C
5011139,-5,C
5011139,-6,X
5011139,-7,C
5011139,-8,C
5011139,-9,1
5011139,-10,C
5011139,-11,C
5011139,-12,X
5011139,-13,1
5011140,0,C
5011140,-1,0
5011140,-2,1
5011140,-3,X
5011140,-4,C
5011140,-5,0
5011140,-6,C
5011140,-7,X
5011140,-8,C
5011140,-9,C
5011140,-10,C
5011140,-11,X
5011140,-12,C
5011140,-13,X
5011140,-14,X
5011140,-15,C
5011140,-16,X
5011140,-17,C
5011140,-18,X
5011140,-19,1
5011140,-20,X
5011140,-21,X
5011140,-22,X
5011141,0,C
5011141,-1,C
5011141,-2,X
5011141,-3,C
5011141,-4,1
5011141,-5,X
5011141,-6,C
5011141,-7,C
5011141,-8,C
5011141,-9,X
5011141,-10,0
5011141,-11,C
5011141,-12,C
5011141,-13,X
5011141,-14,C
5011141,-15,C
5011141,-16,C
5011141,-17,X
5011141,-18,C
5011141,-19,X
5011142,0,C
5011142,-1,C
5011142,-2,C
5011142,-3,C
5011142,-4,C
5011142,-5,C
5011142,-6,C
5011142,-7,X
5011142,-8,C
5011142,-9,1
5011142,-10,1
5011142,-11,X
5011142,-12,0
5011143,0,0
5011143,-1,X
5011143,-2,X
5011143,-3,C
5011143,-4,X
5011143,-5,X
5011143,-6,X
5011143,-7,C
5011143,-8,C
5011143,-9,C
5011143,-10,C
5011143,-11,C
5011143,-12,C
5011143,-13,C
5011143,-14,C
5011143,-15,C
5011143,-16,C
5011143,-17,X
5011143,-18,1
5011143,-19,C
5011143,-20,X
5011143,-21,C
5011143,-22,X
5011144,0,X
5011144,-1,C
5011144,-2,C
5011144,-3,C
5011144,-4,0
5011144,-5,X
5011144,-6,X
5011144,-7,X
5011144,-8,X
5011144,-9,0
5011144,-10,C
5011144,-11,C
5011144,-12,C
5011144,-13,C
5011144,-14,C
5011144,-15,1
5011144,-16,C
5011145,0,X
5011145,-1,1
5011145,-2,C
5011145,-3,C
5011145,-4,X
5011145,-5,C
5011145,-6,1
5011145,-7,C
5011145,-8,1
5011145,-9,X
5011145,-10,C
5011145,-11,C
5011145,-12,X
5011145,-13,C
5011145,-14,C
5011145,-15,X
5011145,-16,1
5011145,-17,C
5011146,0,C
5011146,-1,C
5011146,-2,X
5011146,-3,1
5011146,-4,C
5011146,-5,X
5011146,-6,C
5011146,-7,X
5011146,-8,X
5011146,-9,C
5011146,-10,C
5011147,0,C
5011147,-1,X
5011147,-2,C
5011147,-3,C
5011147,-4,X
5011147,-5,C
5011147,-6,C
5011147,-7,C
5011147,-8,X
5011147,-9,C
5011147,-10,C
5011147,-11,X
5011147,-12,0
5011147,-13,X
5011147,-14,C
5011147,-15,C
5011147,-16,C
5011147,-17,X
5011147,-18,C
5011147,-19,X
5011147,-20,C
5011147,-21,C
5011148,0,C
5011148,-1,0
5011148,-2,C
5011148,-3,X
5011148,-4,C
5011148,-5,C
5011148,-6,C
5011148,-7,C
5011148,-8,C
5011149,0,C
5011149,-1,0
5011149,-2,C
5011149,-3,X
5011149,-4,C
5011149,-5,1
5011149,-6,0
5011149,-7,X
5011149,-8,0
5011149,-9,C
5011150,0,C
5011150,-1,C
5011150,-2,C
5011150,-3,X
5011150,-4,C
5011150,-5,C
5011150,-6,X
5011150,-7,1
5011150,-8,C
5011150,-9,C
5011150,-10,C
5011150,-11,C
5011150,-12,C
5011151,0,X
5011151,-1,C
5011151,-2,X
5011151,-3,C
5011151,-4,C
5011151,-5,C
5011151,-6,C
5011151,-7,C
5011151,-8,C
5011151,-9,X
5011151,-10,C
5011151,-11,X
5011151,-12,C
5011151,-13,X
5011151,-14,1
5011151,-15,C
5011151,-16,0
5011151,-17,C
5011152,0,X
5011152,-1,0
5011152,-2,C
5011152,-3,C
5011152,-4,0
5011152,-5,C
5011152,-6,C
5011152,-7,C
5011152,-8,0
5011152,-9,C
5011152,-10,C
5011152,-11,1
5011152,-12,C
5011152,-13,X
5011153,0,C
5011153,-1,C
5011153,-2,C
5011153,-3,X
5011153,-4,C
5011153,-5,C
5011153,-6,C
5011153,-7,X
5011153,-8,X
5011153,-9,C
5011153,-10,C
5011153,-11,X
5011153,-12,C
5011153,-13,C
5011153,-14,X
5011153,-15,X
5011153,-16,X
5011153,-17,1
5011153,-18,0
5011153,-19,C
5011153,-20,X
5011153,-21,C
5011154,0,C
5011154,-1,C
5011154,-2,X
5011154,-3,X
5011154,-4,C
5011154,-5,X
5011154,-6,X
5011154,-7,X
5011154,-8,X
5011154,-9,2
5011154,-10,C
5011154,-11,C
5011154,-12,0
5011154,-13,C
5011154,-14,C
5011154,-15,X
5011154,-16,0
5011154,-17,C
5011154,-18,C
5011154,-19,C
5011155,0,2
5011155,-1,X
5011155,-2,3
5011155,-3,C
5011155,-4,C
5011155,-5,X
5011155,-6,C
5011155,-7,X
5011156,0,X
5011156,-1,C
5011156,-2,0
5011156,-3,C
5011156,-4,0
5011156,-5,X
5011156,-6,C
5011156,-7,0
5011156,-8,C
5011156,-9,C
5011156,-10,X
5011156,-11,X
5011156,-12,C
5011156,-13,C
5011156,-14,X
5011156,-15,1
5011156,-16,X
5011156,-17,C
5011156,-18,C
5011156,-19,C
5011156,-20,X
5011156,-21,X
5011156,-22,X
5011156,-23,X
5011157,0,C
5011157,-1,1
5011157,-2,C
5011157,-3,X
5011157,-4,X
5011157,-5,C
5011157,-6,C
5011158,0,C
5011158,-1,C
5011158,-2,X
5011158,-3,C
5011158,-4,X
5011158,-5,X
5011158,-6,X
5011158,-7,C
5011158,-8,1
5011158,-9,C
5011158,-10,C
5011158,-11,X
5011158,-12,X
5011159,0,C
5011159,-1,C
5011159,-2,X
5011159,-3,C
5011159,-4,X
5011159,-5,1
5011159,-6,C
5011159,-7,X
5011159,-8,X
5011159,-9,C
5011159,-10,C
5011159,-11,C
5011159,-12,C
5011159,-13,X
5011159,-14,C
5011159,-15,C
5011159,-16,1
5011160,0,X
5011160,-1,C
5011160,-2,C
5011160,-3,C
5011160,-4,X
5011160,-5,C
5011161,0,C
5011161,-1,C
5011161,-2,X
5011161,-3,X
5011161,-4,0
5011161,-5,C
5011161,-6,C
5011161,-7,X
5011161,-8,C
5011161,-9,X
5011161,-10,1
5011161,-11,C
5011162,0,C
5011162,-1,1
5011162,-2,X
5011162,-3,C
5011162,-4,C
5011162,-5,0
5011162,-6,X
5011162,-7,X
5011162,-8,C
5011162,-9,1
5011162,-10,C
5011162,-11,C
5011162,-12,C
5011162,-13,C
5011162,-14,X
5011162,-15,C
5011162,-16,X
5011162,-17,C
5011162,-18,C
5011162,-19,C
5011163,0,C
5011163,-1,X
5011163,-2,C
5011163,-3,X
5011163,-4,C
5011163,-5,X
5011163,-6,C
5011163,-7,0
5011163,-8,1
5011163,-9,0
5011163,-10,X
5011163,-11,X
5011164,0,X
5011164,-1,X
5011164,-2,C
5011164,-3,C
5011164,-4,C
5011164,-5,C
5011164,-6,X
5011164,-7,C
5011164,-8,0
5011164,-9,C
5011164,-10,C
5011164,-11,X
5011164,-12,X
5011164,-13,X
5011164,-14,C
5011165,0,X
5011165,-1,X
5011165,-2,C
5011165,-3,C
5011165,-4,X
5011165,-5,X
5011165,-6,C
5011165,-7,1
5011165,-8,X
5011165,-9,C
5011165,-10,1
5011166,0,C
5011166,-1,C
5011166,-2,X
5011166,-3,1
5011166,-4,C
5011166,-5,C
5011166,-6,C
5011166,-7,1
5011166,-8,C
5011166,-9,0
5011167,0,0
5011167,-1,0
5011167,-2,C
5011167,-3,C
5011167,-4,1
5011167,-5,C
5011167,-6,X
5011167,-7,X
5011167,-8,C
5011167,-9,0
5011167,-10,1
5011167,-11,C
5011167,-12,C
5011167,-13,C
5011167,-14,C
5011167,-15,C
5011167,-16,C
5011167,-17,X
5011167,-18,X
5011167,-19,1
5011167,-20,C
5011167,-21,X
5011167,-22,1
5011168,0,X
5011168,-1,C
5011168,-2,C
5011168,-3,C
5011168,-4,X
5011168,-5,1
5011169,0,X
5011169,-1,C
5011169,-2,X
5011169,-3,C
5011169,-4,C
5011169,-5,C
5011169,-6,C
5011169,-7,0
5011169,-8,X
5011169,-9,C
5011169,-10,0
5011169,-11,0
5011169,-12,X
5011169,-13,C
5011169,-14,3
5011169,-15,C
5011169,-16,C
5011169,-17,0
5011169,-18,C
5011169,-19,C
5011169,-20,C
5011169,-21,X
5011169,-22,C
5011170,0,X
5011170,-1,C
5011170,-2,0
5011170,-3,X
5011170,-4,C
5011170,-5,X
5011170,-6,C
5011170,-7,C
5011170,-8,C
5011170,-9,X
5011170,-10,0
5011170,-11,C
5011170,-12,X
5011170,-13,X
5011170,-14,C
5011170,-15,C
5011170,-16,C
5011170,-17,X
5011171,0,C
5011171,-1,X
5011171,-2,C
5011171,-3,C
5011171,-4,C
5011171,-5,X
5011171,-6,C
5011171,-7,X
5011172,0,C
5011172,-1,X
5011172,-2,C
5011172,-3,X
5011172,-4,X
5011172,-5,C
5011172,-6,1
5011172,-7,X
5011172,-8,C
5011172,-9,4
5011172,-10,X
5011172,-11,C
5011172,-12,X
5011172,-13,X
5011173,0,C
5011173,-1,3
5011173,-2,X
5011173,-3,X
5011173,-4,C
5011173,-5,X
5011173,-6,X
5011173,-7,C
5011173,-8,C
5011173,-9,X
5011173,-10,C
5011173,-11,X
5011173,-12,1
5011173,-13,C
5011173,-14,C
5011173,-15,C
5011173,-16,C
5011173,-17,C
5011173,-18,C
5011173,-19,1
5011173,-20,C
5011173,-21,0
5011173,-22,0
5011174,0,C
5011174,-1,C
5011174,-2,C
5011174,-3,C
5011174,-4,1
5011174,-5,C
5011174,-6,C
5011175,0,C
5011175,-1,C
5011175,-2,0
5011175,-3,C
5011175,-4,C
5011175,-5,C
5011175,-6,C
5011175,-7,X
5011175,-8,0
5011175,-9,C
5011175,-10,1
5011175,-11,C
5011176,0,C
5011176,-1,C
5011176,-2,C
5011176,-3,X
5011176,-4,C
5011176,-5,1
5011176,-6,X
5011176,-7,1
5011176,-8,C
5011176,-9,C
5011176,-10,1
5011176,-11,C
5011176,-12,0
5011176,-13,X
5011176,-14,X
5011176,-15,C
5011176,-16,C
5011176,-17,X
5011176,-18,C
5011176,-19,0
5011176,-20,X
5011177,0,C
5011177,-1,1
5011177,-2,C
5011177,-3,C
5011177,-4,C
5011177,-5,X
5011177,-6,X
5011177,-7,C
5011177,-8,X
5011177,-9,C
5011177,-10,C
5011177,-11,C
5011177,-12,C
5011177,-13,1
5011177,-14,C
5011177,-15,C
5011177,-16,C
5011177,-17,C
5011177,-18,C
5011177,-19,X
5011177,-20,C
5011178,0,C
5011178,-1,C
5011178,-2,X
5011178,-3,X
5011178,-4,X
5011178,-5,X
5011178,-6,X
5011178,-7,X
5011178,-8,C
5011178,-9,C
5011178,-10,X
5011178,-11,X
5011178,-12,C
5011178,-13,C
5011179,0,C
5011179,-1,1
5011179,-2,C
5011179,-3,C
5011179,-4,C
5011179,-5,C
5011179,-6,C
5011179,-7,X
5011179,-8,C
5011180,0,X
5011180,-1,1
5011180,-2,C
5011180,-3,C
5011180,-4,X
5011180,-5,X
5011180,-6,C
5011180,-7,X
5011181,0,C
5011181,-1,C
5011181,-2,C
5011181,-3,C
5011181,-4,X
5011181,-5,C
5011181,-6,0
5011181,-7,C
5011181,-8,C
5011181,-9,C
5011181,-10,X
5011181,-11,C
5011181,-12,1
5011182,0,C
5011182,-1,X
5011182,-2,C
5011182,-3,X
5011182,-4,C
5011182,-5,0
5011182,-6,C
5011182,-7,X
5011182,-8,C
5011182,-9,C
5011182,-10,1
5011182,-11,X
5011182,-12,C
5011183,0,1
5011183,-1,C
5011183,-2,1
5011183,-3,X
5011183,-4,C
5011183,-5,C
5011183,-6,X
5011183,-7,C
5011183,-8,C
5011183,-9,X
5011183,-10,2
5011183,-11,C
5011183,-12,X
5011183,-13,X
5011183,-14,X
5011183,-15,C
5011183,-16,X
5011183,-17,C
5011183,-18,X
5011183,-19,C
5011183,-20,C
5011183,-21,1
5011184,0,C
5011184,-1,X
5011184,-2,C
5011184,-3,X
5011184,-4,X
5011184,-5,C
5011184,-6,C
5011184,-7,C
5011184,-8,X
5011184,-9,1
5011185,0,X
5011185,-1,C
5011185,-2,C
5011185,-3,X
5011185,-4,1
5011185,-5,C
5011185,-6,C
5011185,-7,C
5011185,-8,C
5011185,-9,2
5011185,-10,0
5011185,-11,0
5011185,-12,C
5011185,-13,C
5011185,-14,C
5011185,-15,C
5011185,-16,C
5011185,-17,X
5011185,-18,2
5011186,0,X
5011186,-1,X
5011186,-2,X
5011186,-3,C
5011186,-4,2
5011186,-5,1
5011186,-6,C
5011186,-7,C
5011186,-8,0
5011186,-9,0
5011186,-10,C
5011186,-11,C
5011186,-12,4
5011186,-13,C
5011186,-14,C
5011186,-15,0
5011186,-16,1
5011186,-17,C
5011187,0,C
5011187,-1,X
5011187,-2,X
5011187,-3,C
5011187,-4,C
5011187,-5,X
5011187,-6,2
5011187,-7,X
5011187,-8,C
5011187,-9,C
5011187,-10,C
5011187,-11,C
5011187,-12,C
5011187,-13,C
5011187,-14,C
5011187,-15,1
5011187,-16,C
5011187,-17,X
5011187,-18,C
5011187,-19,0
5011187,-20,X
5011187,-21,C
5011187,-22,X
5011188,0,X
5011188,-1,C
5011188,-2,C
5011188,-3,X
5011188,-4,C
5011188,-5,C
5011188,-6,C
5011188,-7,C
5011188,-8,1
5011188,-9,X
5011188,-10,X
5011188,-11,X
5011188,-12,1
5011188,-13,X
5011189,0,X
5011189,-1,X
5011189,-2,X
5011189,-3,C
5011189,-4,0
5011189,-5,C
5011189,-6,C
5011189,-7,C
5011189,-8,C
5011190,0,C
5011190,-1,C
5011190,-2,C
5011190,-3,0
5011190,-4,3
5011190,-5,0
5011190,-6,C
5011190,-7,C
5011190,-8,X
5011190,-9,C
5011190,-10,C
5011190,-11,1
5011190,-12,X
5011190,-13,C
5011190,-14,C
5011190,-15,C
5011190,-16,C
5011191,0,X
5011191,-1,C
5011191,-2,C
5011191,-3,C
5011191,-4,C
5011191,-5,C
5011191,-6,C
5011191,-7,C
5011192,0,C
5011192,-1,C
5011192,-2,C
5011192,-3,1
5011192,-4,C
5011192,-5,X
5011192,-6,C
5011192,-7,X
5011192,-8,C
5011192,-9,C
5011192,-10,0
5011193,0,C
5011193,-1,C
5011193,-2,C
5011193,-3,1
5011193,-4,C
5011193,-5,C
5011194,0,C
5011194,-1,X
5011194,-2,C
5011194,-3,C
5011194,-4,0
5011194,-5,X
5011194,-6,0
5011194,-7,1
5011194,-8,C
5011194,-9,1
5011194,-10,C
5011194,-11,X
5011194,-12,X
5011194,-13,C
5011194,-14,X
5011194,-15,C
5011194,-16,X
5011194,-17,X
5011194,-18,C
5011194,-19,X
5011194,-20,C
5011194,-21,C
5011195,0,C
5011195,-1,C
5011195,-2,C
5011195,-3,1
5011195,-4,C
5011195,-5,X
5011195,-6,C
5011195,-7,X
5011195,-8,1
5011195,-9,C
5011195,-10,C
5011195,-11,C
5011195,-12,C
5011195,-13,X
5011195,-14,C
5011195,-15,C
5011196,0,C
5011196,-1,C
5011196,-2,C
5011196,-3,C
5011196,-4,C
5011196,-5,C
5011196,-6,1
5011196,-7,1
5011196,-8,C
5011196,-9,X
5011196,-10,C
5011196,-11,0
5011196,-12,C
5011196,-13,0
5011196,-14,X
5011196,-15,X
5011196,-16,X
5011196,-17,X
5011196,-18,X
5011196,-19,0
5011196,-20,C
5011197,0,C
5011197,-1,0
5011197,-2,0
5011197,-3,X
5011197,-4,C
5011197,-5,C
5011197,-6,C
5011197,-7,C
5011197,-8,C
5011197,-9,X
5011197,-10,C
5011197,-11,C
5011197,-12,C
5011197,-13,C
5011197,-14,0
5011197,-15,C
5011197,-16,X
5011197,-17,C
5011197,-18,C
5011197,-19,C
5011197,-20,C
5011197,-21,C
5011197,-22,0
5011197,-23,0
5011198,0,0
5011198,-1,C
5011198,-2,C
5011198,-3,C
5011198,-4,C
5011198,-5,C
5011198,-6,C
5011198,-7,X
5011198,-8,C
5011198,-9,C
5011198,-10,C
5011198,-11,C
5011198,-12,C
5011198,-13,X
5011198,-14,X
5011198,-15,C
5011198,-16,C
5011199,0,C
5011199,-1,C
5011199,-2,C
5011199,-3,0
5011199,-4,C
5011199,-5,X
5011199,-6,C
5011199,-7,C
5011199,-8,C
5011199,-9,C
5011199,-10,C
5011199,-11,C
5011199,-12,1
5011199,-13,C
5011199,-14,C
5011199,-15,C
5011199,-16,C
5011199,-17,X
5011199,-18,X
5011199,-19,0
5011199,-20,C
5011199,-21,1
5011199,-22,C
5011200,0,C
5011200,-1,3
5011200,-2,X
5011200,-3,X
5011200,-4,C
5011200,-5,X
5011200,-6,C
5011200,-7,1
5011200,-8,C
5011200,-9,C
5011200,-10,C
5011200,-11,C
5011200,-12,0
5011200,-13,X
5011200,-14,C
5011200,-15,X
5011200,-16,1
5011200,-17,X
5011200,-18,3
5011200,-19,X
5011201,0,1
5011201,-1,X
5011201,-2,C
5011201,-3,X
5011201,-4,C
5011201,-5,X
5011202,0,X
5011202,-1,X
5011202,-2,X
5011202,-3,1
5011202,-4,1
5011202,-5,C
5011202,-6,C
5011202,-7,C
5011202,-8,C
5011202,-9,C
5011202,-10,C
5011202,-11,C
5011202,-12,C
5011202,-13,0
5011202,-14,C
5011202,-15,C
5011202,-16,X
5011202,-17,C
5011202,-18,C
5011202,-19,C
5011203,0,X
5011203,-1,C
5011203,-2,C
5011203,-3,C
5011203,-4,1
5011203,-5,C
5011203,-6,C
5011203,-7,X
5011203,-8,C
5011203,-9,C
5011203,-10,X
5011203,-11,1
5011203,-12,X
5011203,-13,C
5011203,-14,X
5011203,-15,C
5011203,-16,C
5011203,-17,C
5011203,-18,C
5011203,-19,1
5011203,-20,C
5011203,-21,C
5011204,0,X
5011204,-1,C
5011204,-2,2
5011204,-3,C
5011204,-4,0
5011204,-5,C
5011204,-6,C
5011205,0,0
5011205,-1,C
5011205,-2,C
5011205,-3,X
5011205,-4,C
5011205,-5,C
5011205,-6,C
5011205,-7,C
5011205,-8,1
5011205,-9,X
5011205,-10,X
5011205,-11,C
5011205,-12,C
5011206,0,C
5011206,-1,X
5011206,-2,X
5011206,-3,2
5011206,-4,X
5011206,-5,1
5011206,-6,C
5011206,-7,1
5011206,-8,0
5011206,-9,1
5011206,-10,0
5011206,-11,X
5011206,-12,X
5011206,-13,C
5011206,-14,X
5011206,-15,X
5011206,-16,X
5011206,-17,C
5011206,-18,C
5011206,-19,0
5011207,0,C
5011207,-1,C
5011207,-2,C
5011207,-3,X
5011207,-4,C
5011207,-5,0
5011207,-6,1
5011207,-7,C
5011207,-8,C
5011207,-9,C
5011207,-10,C
5011208,0,C
5011208,-1,C
5011208,-2,C
5011208,-3,C
5011208,-4,X
5011208,-5,X
5011208,-6,X
5011208,-7,C
5011208,-8,C
5011208,-9,X
5011208,-10,C
5011208,-11,C
5011208,-12,C
5011208,-13,C
5011208,-14,C
5011208,-15,C
5011208,-16,C
5011208,-17,X
5011208,-18,C
5011208,-19,0
5011209,0,C
5011209,-1,C
5011209,-2,C
5011209,-3,C
5011209,-4,X
5011209,-5,C
5011209,-6,C
5011209,-7,X
5011209,-8,X
5011209,-9,C
5011209,-10,X
5011209,-11,C
5011210,0,C
5011210,-1,C
5011210,-2,X
5011210,-3,0
5011210,-4,C
5011210,-5,X
5011210,-6,0
5011210,-7,X
5011210,-8,C
5011210,-9,X
5011210,-10,C
5011210,-11,C
5011210,-12,C
5011210,-13,C
5011210,-14,X
5011210,-15,X
5011210,-16,C
5011210,-17,X
5011210,-18,C
5011210,-19,X
5011211,0,X
5011211,-1,C
5011211,-2,C
5011211,-3,C
5011211,-4,C
5011211,-5,X
5011211,-6,X
5011211,-7,C
5011212,0,C
5011212,-1,C
5011212,-2,4
5011212,-3,X
5011212,-4,C
5011212,-5,C
5011212,-6,C
5011212,-7,C
5011212,-8,C
5011212,-9,C
5011212,-10,C
5011212,-11,4
5011212,-12,C
5011212,-13,C
5011213,0,1
5011213,-1,C
5011213,-2,C
5011213,-3,C
5011213,-4,C
5011213,-5,C
5011214,0,0
5011214,-1,C
5011214,-2,0
5011214,-3,C
5011214,-4,C
5011214,-5,X
5011214,-6,X
5011215,0,1
5011215,-1,X
5011215,-2,C
5011215,-3,X
5011215,-4,X
5011215,-5,C
5011215,-6,X
5011215,-7,X
5011215,-8,C
5011215,-9,1
5011215,-10,X
5011216,0,X
5011216,-1,C
5011216,-2,C
5011216,-3,C
5011216,-4,X
5011216,-5,X
5011216,-6,C
5011216,-7,0
5011216,-8,C
5011216,-9,C
5011216,-10,0
5011216,-11,C
5011216,-12,C
5011216,-13,C
5011217,0,3
5011217,-1,X
5011217,-2,C
5011217,-3,0
5011217,-4,3
5011217,-5,C
5011217,-6,C
5011217,-7,C
5011217,-8,C
5011217,-9,C
5011217,-10,C
5011217,-11,C
5011217,-12,X
5011217,-13,C
5011217,-14,C
5011217,-15,C
5011218,0,C
5011218,-1,X
5011218,-2,C
5011218,-3,C
5011218,-4,C
5011218,-5,C
5011218,-6,X
5011218,-7,C
5011218,-8,C
5011218,-9,X
5011218,-10,C
5011218,-11,C
5011218,-12,X
5011218,-13,C
5011218,-14,C
5011218,-15,X
5011218,-16,C
5011218,-17,X
5011218,-18,1
5011218,-19,1
5011218,-20,C
5011219,0,0
5011219,-1,X
5011219,-2,C
5011219,-3,C
5011219,-4,X
5011219,-5,X
5011219,-6,1
5011219,-7,C
5011219,-8,C
5011219,-9,X
5011219,-10,C
5011219,-11,C
5011219,-12,X
5011219,-13,0
5011219,-14,C
5011219,-15,C
5011219,-16,X
5011220,0,X
5011220,-1,C
5011220,-2,0
5011220,-3,C
5011220,-4,0
5011220,-5,C
5011220,-6,C
5011220,-7,C
5011220,-8,C
5011220,-9,C
5011220,-10,X
5011220,-11,C
5011220,-12,X
5011221,0,X
5011221,-1,C
5011221,-2,1
5011221,-3,C
5011221,-4,X
5011221,-5,C
5011221,-6,X
5011221,-7,C
5011222,0,C
5011222,-1,X
5011222,-2,C
5011222,-3,X
5011222,-4,X
5011222,-5,C
5011222,-6,X
5011222,-7,C
5011222,-8,1
5011222,-9,C
5011222,-10,C
5011222,-11,C
5011222,-12,1
5011223,0,C
5011223,-1,X
5011223,-2,X
5011223,-3,X
5011223,-4,C
5011223,-5,C
5011223,-6,C
5011223,-7,0
5011223,-8,X
5011223,-9,C
5011223,-10,C
5011223,-11,X
5011223,-12,C
5011223,-13,X
5011223,-14,C
5011223,-15,C
5011223,-16,C
5011223,-17,X
5011223,-18,C
5011223,-19,X
5011223,-20,C
5011224,0,1
5011224,-1,C
5011224,-2,X
5011224,-3,C
5011224,-4,C
5011224,-5,C
5011224,-6,C
5011224,-7,C
5011224,-8,C
5011224,-9,X
5011224,-10,C
5011224,-11,C
5011224,-12,C
5011225,0,C
5011225,-1,C
5011225,-2,X
5011225,-3,X
5011225,-4,C
5011225,-5,1
5011225,-6,0
5011225,-7,C
5011225,-8,0
5011225,-9,X
5011225,-10,C
5011226,0,C
5011226,-1,C
5011226,-2,X
5011226,-3,1
5011226,-4,X
5011226,-5,C
5011226,-6,X
5011226,-7,X
5011226,-8,C
5011226,-9,C
5011226,-10,0
5011226,-11,C
5011226,-12,C
5011226,-13,C
5011226,-14,X
5011226,-15,X
5011226,-16,C
5011226,-17,X
5011226,-18,C
5011226,-19,1
5011226,-20,C
5011226,-21,C
5011227,0,C
5011227,-1,C
5011227,-2,X
5011227,-3,C
5011227,-4,C
5011227,-5,X
5011227,-6,X
5011227,-7,C
5011227,-8,0
5011227,-9,C
5011227,-10,C
5011227,-11,X
5011227,-12,C
5011227,-13,C
5011227,-14,X
5011227,-15,X
5011227,-16,0
5011227,-17,X
5011227,-18,C
5011227,-19,X
5011227,-20,C
5011227,-21,X
5011227,-22,C
5011228,0,X
5011228,-1,C
5011228,-2,C
5011228,-3,C
5011228,-4,C
5011228,-5,X
5011228,-6,C
5011228,-7,C
5011228,-8,X
5011228,-9,X
5011228,-10,X
5011228,-11,X
5011228,-12,X
5011228,-13,X
5011228,-14,X
5011229,0,1
5011229,-1,0
5011229,-2,1
5011229,-3,C
5011229,-4,X
5011229,-5,1
5011229,-6,X
5011229,-7,1
5011229,-8,X
5011229,-9,C
5011229,-10,0
5011229,-11,C
5011229,-12,C
5011229,-13,C
5011229,-14,C
5011229,-15,X
5011229,-16,C
5011230,0,X
5011230,-1,1
5011230,-2,C
5011230,-3,C
5011230,-4,1
5011230,-5,1
5011230,-6,X
5011230,-7,C
5011231,0,X
5011231,-1,C
5011231,-2,C
5011231,-3,X
5011231,-4,X
5011231,-5,C
5011231,-6,C
5011231,-7,C
5011232,0,X
5011232,-1,C
5011232,-2,1
5011232,-3,C
5011232,-4,1
5011232,-5,C
5011232,-6,X
5011232,-7,C
5011232,-8,C
5011232,-9,C
5011232,-10,X
5011232,-11,C
5011233,0,0
5011233,-1,C
5011233,-2,X
5011233,-3,C
5011233,-4,C
5011233,-5,C
5011233,-6,X
5011233,-7,C
5011233,-8,C
5011233,-9,X
5011233,-10,X
5011233,-11,1
5011233,-12,C
5011233,-13,X
5011233,-14,C
5011233,-15,C
5011233,-16,C
5011233,-17,C
5011233,-18,C
5011233,-19,X
5011233,-20,X
5011233,-21,C
5011233,-22,X
5011234,0,0
5011234,-1,0
5011234,-2,X
5011234,-3,C
5011234,-4,C
5011234,-5,C
5011234,-6,X
5011234,-7,C
5011234,-8,C
5011234,-9,0
5011234,-10,C
5011234,-11,X
5011234,-12,X
5011234,-13,1
