ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009390,M,N,Y,0,138321.5,Student,Secondary / secondary special,Married,House / apartment,-18484,-824,1,0,1,0,HR staff,2.0
5009391,F,Y,N,1,59568.8,Working,Secondary / secondary special,Separated,House / apartment,-12011,-14417,1,1,0,0,nan,3.0
5009392,M,N,N,2,203484.1,Commercial associate,Higher education,Single / not married,House / apartment,-19224,-10898,1,1,0,1,Accountants,3.0
5009393,M,N,Y,1,55181.3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10755,-12880,1,0,1,0,Sales staff,2.0
5009394,F,N,N,0,170436.8,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22314,-12995,1,0,0,0,nan,2.0
5009395,F,N,Y,1,74976.3,Student,Secondary / secondary special,Single / not married,House / apartment,-18369,-7058,1,0,0,1,Laborers,3.0
5009396,F,N,Y,0,107147.6,Working,Secondary / secondary special,Civil marriage,House / apartment,-19565,-1072,1,0,1,0,Cleaning staff,1.0
5009397,M,Y,N,1,110524.6,Working,Secondary / secondary special,Married,With parents,-8381,-4743,1,0,0,0,Accountants,3.0
5009398,M,N,N,0,108972.8,Working,Higher education,Married,Municipal apartment,-12353,-3085,1,0,0,0,Private service staff,1.0
5009399,M,N,N,0,138309.6,Working,Secondary / secondary special,Married,House / apartment,-20809,-8379,1,0,1,0,nan,1.0
5009400,M,N,Y,1,120057.9,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13104,-4622,1,0,1,0,Laborers,2.0
5009401,M,N,N,0,146067.6,Working,Secondary / secondary special,Married,House / apartment,-13778,-6247,1,0,0,1,HR staff,1.0
5009402,M,N,N,0,124531.0,Pensioner,Higher education,Married,House / apartment,-14448,365243,1,1,1,0,Laborers,1.0
5009403,M,Y,N,2,52458.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-24466,-8188,1,0,0,0,High skill tech staff,4.0
5009404,M,N,Y,2,112972.5,Working,Academic degree,Married,House / apartment,-8641,-10090,1,0,0,0,Waiters/barmen staff,4.0
5009405,F,N,N,0,74463.6,Working,Higher education,Married,House / apartment,-7919,-13994,1,0,1,0,High skill tech staff,2.0
5009406,M,N,N,0,56690.9,Working,Secondary / secondary special,Married,House / apartment,-23040,-10168,1,0,0,0,Low-skill Laborers,2.0
5009407,M,Y,N,0,85398.2,State servant,Higher education,Married,House / apartment,-15095,-4272,1,0,0,0,nan,2.0
5009408,F,N,Y,0,108187.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-21367,-514,1,0,0,0,nan,1.0
5009409,F,N,Y,3,111841.4,Working,Secondary / secondary special,Married,House / apartment,-8667,-11718,1,0,0,1,IT staff,4.0
5009410,M,N,Y,1,167378.4,Working,Secondary / secondary special,Married,With parents,-17226,-8492,1,1,0,0,Drivers,3.0
5009411,F,N,Y,0,189786.4,Working,Secondary / secondary special,Single / not married,House / apartment,-24398,-6073,1,1,0,0,High skill tech staff,1.0
5009412,F,N,Y,0,116790.9,Working,Secondary / secondary special,Married,House / apartment,-21587,-10625,1,0,1,0,HR staff,2.0
5009413,M,Y,Y,1,127842.4,Pensioner,Secondary / secondary special,Married,House / apartment,-24650,365243,1,0,1,0,Realty agents,3.0
5009414,F,Y,N,1,103533.9,Commercial associate,Higher education,Single / not married,House / apartment,-19484,-14137,1,0,0,1,Accountants,3.0
5009415,F,N,Y,1,144873.0,Working,Secondary / secondary special,Married,House / apartment,-22225,-6735,1,1,0,0,Security staff,2.0
5009416,M,N,Y,0,125931.6,Pensioner,Lower secondary,Separated,House / apartment,-19524,365243,1,0,1,0,Secretaries,2.0
5009417,M,Y,Y,0,96062.7,Working,Secondary / secondary special,Married,House / apartment,-18793,-4926,1,0,1,0,Private service staff,1.0
5009418,F,Y,Y,0,289523.4,Working,Incomplete higher,Widow,Office apartment,-14245,-14153,1,0,0,0,Security staff,2.0
5009419,F,Y,N,0,75125.0,Commercial associate,Higher education,Married,Rented apartment,-20093,-14420,1,1,1,0,Sales staff,2.0
5009420,M,N,N,0,204276.2,Working,Higher education,Married,House / apartment,-11596,-6294,1,0,0,0,Security staff,2.0
5009421,M,Y,N,2,50154.0,Working,Higher education,Married,House / apartment,-14463,-5491,1,0,0,0,nan,4.0
5009422,M,N,Y,0,148272.7,Commercial associate,Higher education,Married,House / apartment,-20631,-13222,1,0,0,1,Medicine staff,2.0
5009423,F,N,N,2,202457.3,Working,Secondary / secondary special,Married,House / apartment,-10103,-13377,1,0,0,0,Waiters/barmen staff,3.0
5009424,F,Y,Y,0,38039.9,Working,Higher education,Married,House / apartment,-21481,-6371,1,0,0,0,Cleaning staff,1.0
5009425,M,N,N,0,105817.9,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-24152,-671,1,1,0,0,HR staff,1.0
5009426,F,Y,Y,0,141168.2,Working,Secondary / secondary special,Civil marriage,House / apartment,-22864,-3592,1,0,0,0,Realty agents,1.0
5009427,F,N,N,0,111969.5,Working,Incomplete higher,Married,Municipal apartment,-21551,-1224,1,0,0,0,nan,2.0
5009428,M,Y,N,3,119262.0,Working,Secondary / secondary special,Married,Municipal apartment,-18610,-1207,1,1,1,0,Secretaries,4.0
5009429,M,N,Y,0,105673.7,Working,Secondary / secondary special,Married,House / apartment,-19612,-8802,1,0,1,0,nan,1.0
5009430,F,N,Y,0,57118.1,Working,Secondary / secondary special,Single / not married,House / apartment,-19177,-9524,1,1,0,0,Laborers,2.0
5009431,F,Y,N,2,322553.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8640,365243,1,0,0,1,Cooking staff,4.0
5009432,F,Y,Y,0,76744.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14586,365243,1,0,0,0,Waiters/barmen staff,2.0
5009433,F,N,Y,0,122648.8,Working,Secondary / secondary special,Married,House / apartment,-17507,-11865,1,0,1,0,Cleaning staff,2.0
5009434,M,Y,Y,0,71437.6,Pensioner,Secondary / secondary special,Widow,House / apartment,-8312,365243,1,1,0,0,nan,2.0
5009435,M,N,Y,0,31636.6,Working,Secondary / secondary special,Single / not married,House / apartment,-20204,-4003,1,0,0,0,Sales staff,2.0
5009436,F,N,N,0,62177.2,Working,Secondary / secondary special,Married,House / apartment,-19181,-602,1,0,1,0,Cleaning staff,2.0
5009437,M,N,Y,0,47867.7,Commercial associate,Academic degree,Married,Rented apartment,-15849,-11614,1,1,0,0,nan,2.0
5009438,M,N,Y,2,170379.5,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10032,-13696,1,0,0,1,HR staff,4.0
5009439,M,N,N,2,72879.7,Working,Higher education,Married,House / apartment,-22479,-2066,1,0,0,0,HR staff,4.0
5009440,M,N,N,0,76340.2,Working,Secondary / secondary special,Married,With parents,-14604,-11676,1,1,0,0,Security staff,1.0
5009441,M,N,Y,0,57978.9,Working,Secondary / secondary special,Married,House / apartment,-17170,-14406,1,0,0,0,Medicine staff,1.0
5009442,M,Y,N,0,103468.0,Working,Higher education,Married,Co-op apartment,-13999,-2430,1,0,0,0,Cleaning staff,1.0
5009443,M,Y,Y,1,68993.7,Working,Secondary / secondary special,Married,House / apartment,-11003,-4919,1,0,0,0,Drivers,3.0
5009444,M,N,Y,0,162133.8,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-8153,-7978,1,0,0,0,Secretaries,1.0
5009445,F,N,N,2,114808.4,Working,Secondary / secondary special,Married,With parents,-24079,-13422,1,1,0,0,HR staff,3.0
5009446,F,N,N,1,74167.9,Working,Higher education,Married,House / apartment,-10270,-9645,1,1,0,0,Core staff,3.0
5009447,F,Y,Y,0,151012.3,Working,Secondary / secondary special,Married,House / apartment,-16406,-9372,1,0,0,0,Low-skill Laborers,2.0
5009448,F,N,Y,1,99108.5,Pensioner,Secondary / secondary special,Married,House / apartment,-22898,365243,1,0,0,0,Low-skill Laborers,3.0
5009449,F,Y,Y,0,99782.5,Working,Higher education,Married,House / apartment,-21788,-8521,1,0,0,0,High skill tech staff,1.0
5009450,M,Y,Y,0,47509.4,Working,Higher education,Single / not married,Municipal apartment,-19789,-187,1,0,0,0,nan,1.0
5009451,F,N,Y,0,95268.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-9318,-4255,1,1,0,0,Cleaning staff,2.0
5009452,F,Y,Y,0,115933.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-22543,-4961,1,0,1,0,nan,2.0
5009453,F,N,N,1,192294.5,Working,Higher education,Single / not married,House / apartment,-10421,-7402,1,0,0,0,Drivers,3.0
5009454,M,Y,N,1,67782.1,Working,Secondary / secondary special,Married,House / apartment,-16256,-579,1,0,1,0,Realty agents,3.0
5009455,M,N,Y,0,308369.6,Working,Secondary / secondary special,Married,House / apartment,-19403,-7662,1,0,0,0,Core staff,2.0
5009456,M,N,N,4,130409.4,Working,Secondary / secondary special,Married,House / apartment,-17678,-9396,1,1,1,0,Core staff,6.0
5009457,M,Y,Y,0,46179.6,Working,Higher education,Married,House / apartment,-15338,-10298,1,0,0,0,Drivers,2.0
5009458,F,Y,Y,0,64692.5,Working,Secondary / secondary special,Single / not married,House / apartment,-22938,-8717,1,0,0,0,Realty agents,2.0
5009459,F,N,Y,0,200887.3,Working,Higher education,Married,House / apartment,-10002,-1110,1,0,0,1,nan,2.0
5009460,M,N,N,1,183802.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19138,-8422,1,1,0,0,IT staff,2.0
5009461,F,N,Y,3,99612.9,Working,Secondary / secondary special,Married,House / apartment,-14103,-3884,1,1,0,0,Cooking staff,5.0
5009462,F,Y,N,1,106399.8,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-8668,-3935,1,0,0,0,Secretaries,3.0
5009463,M,N,N,3,55143.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-20561,-1274,1,0,0,0,Cleaning staff,4.0
5009464,M,N,Y,0,191132.3,State servant,Secondary / secondary special,Married,House / apartment,-10893,-13166,1,0,0,0,High skill tech staff,1.0
5009465,M,N,Y,0,60241.5,State servant,Secondary / secondary special,Married,House / apartment,-15091,-11883,1,0,0,0,Secretaries,2.0
5009466,M,N,N,0,150598.2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22112,365243,1,1,0,0,Private service staff,2.0
5009467,M,Y,N,1,194079.1,State servant,Secondary / secondary special,Married,House / apartment,-22009,-3820,1,0,0,0,Private service staff,3.0
5009468,M,Y,N,0,101121.5,Working,Secondary / secondary special,Married,House / apartment,-12980,-13055,1,0,1,0,Core staff,2.0
5009469,M,N,Y,2,160140.3,Commercial associate,Secondary / secondary special,Married,House / apartment,-9396,-6112,1,0,1,1,Sales staff,4.0
5009470,M,N,N,0,248654.5,Working,Secondary / secondary special,Married,House / apartment,-14799,-9135,1,0,0,0,Cleaning staff,2.0
5009471,F,Y,Y,0,112869.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-8868,-1538,1,1,0,0,Medicine staff,2.0
5009472,M,N,N,0,90431.6,Working,Lower secondary,Civil marriage,House / apartment,-21210,-6145,1,1,1,1,Security staff,2.0
5009473,F,Y,N,1,95470.6,Working,Secondary / secondary special,Married,House / apartment,-24529,-10074,1,0,1,0,Cooking staff,3.0
5009474,M,Y,N,0,68084.6,State servant,Secondary / secondary special,Married,House / apartment,-11576,-1860,1,1,0,0,Realty agents,2.0
5009475,F,Y,Y,0,67319.7,Working,Secondary / secondary special,Married,House / apartment,-12185,-804,1,0,0,0,Managers,2.0
5009476,M,Y,N,0,123155.5,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-24928,-116,1,0,1,0,nan,2.0
5009477,M,N,Y,1,90946.4,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12037,-13442,1,0,0,0,Security staff,3.0
5009478,F,N,Y,1,116283.3,Working,Secondary / secondary special,Married,House / apartment,-8215,-409,1,0,1,0,Medicine staff,3.0
5009479,F,Y,Y,1,46865.3,Working,Secondary / secondary special,Married,House / apartment,-24158,-7991,1,1,0,0,Laborers,3.0
5009480,F,Y,N,0,94248.5,Working,Higher education,Married,House / apartment,-21328,-4241,1,1,1,0,Medicine staff,2.0
5009481,M,N,N,4,165224.3,State servant,Incomplete higher,Single / not married,House / apartment,-12889,-1900,1,0,1,0,Secretaries,6.0
5009482,M,Y,Y,2,56417.7,State servant,Higher education,Widow,House / apartment,-13199,-5557,1,0,1,0,HR staff,4.0
5009483,F,N,N,0,99534.9,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15933,-10690,1,0,0,0,Realty agents,2.0
5009484,F,Y,Y,0,39053.8,Pensioner,Higher education,Single / not married,House / apartment,-23655,365243,1,0,0,0,Low-skill Laborers,2.0
5009485,F,N,Y,0,51393.6,Working,Secondary / secondary special,Married,Rented apartment,-15434,-8437,1,0,0,0,Security staff,2.0
5009486,F,Y,Y,0,147831.8,Working,Secondary / secondary special,Married,House / apartment,-15688,-6123,1,0,0,0,Private service staff,1.0
5009487,M,Y,N,2,84571.9,Working,Secondary / secondary special,Married,Municipal apartment,-20860,-6682,1,1,0,0,nan,4.0
5009488,F,Y,Y,1,245496.1,Commercial associate,Secondary / secondary special,Separated,With parents,-19532,-2941,1,1,1,1,nan,3.0
5009489,M,Y,Y,2,122543.5,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-12725,-7936,1,0,0,0,IT staff,3.0
5009490,M,N,N,0,128707.5,Commercial associate,Higher education,Married,House / apartment,-21124,-12084,1,0,0,1,Managers,2.0
5009491,M,N,Y,1,57627.7,Commercial associate,Higher education,Separated,House / apartment,-14284,-9150,1,0,1,0,nan,3.0
5009492,F,Y,N,0,81425.8,Working,Secondary / secondary special,Married,House / apartment,-8461,-5535,1,0,0,0,Secretaries,2.0
5009493,M,Y,Y,0,68437.9,Working,Higher education,Married,House / apartment,-20212,-8426,1,0,0,0,Cleaning staff,2.0
5009494,M,N,N,1,57946.7,Working,Higher education,Single / not married,House / apartment,-21358,-10939,1,0,1,0,Private service staff,3.0
5009495,F,N,N,0,137578.0,Commercial associate,Secondary / secondary special,Widow,With parents,-21940,-7130,1,1,0,0,Cleaning staff,1.0
5009496,M,N,N,1,152094.6,Working,Secondary / secondary special,Married,Rented apartment,-18524,-5119,1,0,0,0,Cleaning staff,2.0
5009497,F,N,Y,1,120507.7,Working,Higher education,Civil marriage,With parents,-9461,-5736,1,0,0,1,Security staff,3.0
5009498,M,N,N,2,65249.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-24854,365243,1,1,1,1,nan,3.0
5009499,F,N,Y,0,116467.2,Working,Higher education,Married,House / apartment,-9589,-9218,1,1,1,1,Security staff,2.0
5009500,F,N,N,1,37936.2,Working,Secondary / secondary special,Married,House / apartment,-21140,-425,1,0,0,0,Drivers,3.0
5009501,M,N,Y,4,191282.1,Commercial associate,Lower secondary,Married,House / apartment,-8693,-1647,1,0,1,1,Drivers,6.0
5009502,M,Y,Y,2,51581.8,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13900,-11249,1,1,0,0,Sales staff,4.0
5009503,M,Y,N,1,56374.4,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23876,-362,1,0,0,1,Private service staff,3.0
5009504,M,Y,N,1,104573.6,Working,Secondary / secondary special,Married,Municipal apartment,-15561,-10147,1,0,1,1,Accountants,2.0
5009505,F,N,Y,0,109324.9,Working,Secondary / secondary special,Married,House / apartment,-18857,-14298,1,0,0,0,Low-skill Laborers,2.0
5009506,M,N,N,1,95189.6,Commercial associate,Secondary / secondary special,Married,With parents,-18410,-6142,1,1,1,0,nan,2.0
5009507,F,N,N,1,56666.4,Working,Secondary / secondary special,Single / not married,House / apartment,-20172,-8655,1,1,1,0,nan,2.0
5009508,M,Y,N,1,173976.2,Pensioner,Higher education,Single / not married,House / apartment,-23480,365243,1,0,0,1,Accountants,3.0
5009509,F,N,Y,1,42490.1,Working,Higher education,Married,With parents,-12136,-13857,1,1,1,0,Drivers,3.0
5009510,F,N,N,0,47021.7,Working,Higher education,Married,House / apartment,-24842,-5025,1,0,0,1,Core staff,1.0
5009511,F,Y,Y,0,93574.1,Working,Secondary / secondary special,Married,House / apartment,-9613,-11142,1,0,1,0,High skill tech staff,2.0
5009512,F,N,Y,1,52464.0,Pensioner,Higher education,Single / not married,House / apartment,-17897,365243,1,0,0,0,Cleaning staff,2.0
5009513,M,N,N,0,181918.2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8945,-5826,1,0,0,0,Low-skill Laborers,1.0
5009514,M,N,N,0,54769.7,Working,Secondary / secondary special,Single / not married,House / apartment,-24371,-7943,1,1,1,0,Sales staff,2.0
5009515,F,N,N,0,215025.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-15699,-9449,1,0,0,0,High skill tech staff,2.0
5009516,F,N,Y,0,165638.2,Working,Higher education,Married,Rented apartment,-13540,-10129,1,0,0,1,Laborers,2.0
5009517,F,N,Y,2,183052.4,Working,Secondary / secondary special,Civil marriage,With parents,-20342,-2018,1,0,0,0,HR staff,3.0
5009518,M,N,Y,0,253610.0,Working,Academic degree,Single / not married,House / apartment,-7561,-5878,1,0,1,0,High skill tech staff,2.0
5009519,F,N,Y,0,102807.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-10430,-4433,1,0,0,0,Low-skill Laborers,2.0
5009520,F,Y,Y,0,59487.0,Working,Secondary / secondary special,Married,House / apartment,-7911,-8812,1,0,1,1,Security staff,2.0
5009521,M,N,Y,0,93760.2,Working,Secondary / secondary special,Married,House / apartment,-19494,-8177,1,0,1,0,Cleaning staff,2.0
5009522,M,Y,N,0,74359.5,Working,Secondary / secondary special,Married,House / apartment,-7484,-7684,1,1,0,0,Waiters/barmen staff,2.0
5009523,F,Y,N,0,69244.9,Working,Secondary / secondary special,Married,House / apartment,-24352,-3433,1,1,1,1,Cooking staff,2.0
5009524,F,N,N,3,106449.6,Working,Secondary / secondary special,Married,House / apartment,-18264,-12779,1,0,0,0,High skill tech staff,5.0
5009525,F,N,N,0,84469.7,Pensioner,Secondary / secondary special,Married,House / apartment,-13766,365243,1,0,1,0,Cooking staff,2.0
5009526,M,N,Y,1,67771.4,Commercial associate,Secondary / secondary special,Single / not married,With parents,-23899,-7347,1,0,0,0,IT staff,3.0
5009527,F,Y,Y,2,87316.9,State servant,Higher education,Married,House / apartment,-22689,-1781,1,0,0,0,Private service staff,4.0
5009528,M,Y,N,3,129896.0,Working,Secondary / secondary special,Married,With parents,-16770,-7921,1,0,1,0,nan,5.0
5009529,M,Y,Y,0,159246.5,Working,Secondary / secondary special,Widow,House / apartment,-22942,-3341,1,0,1,0,HR staff,2.0
5009530,M,Y,N,0,44291.1,Commercial associate,Higher education,Married,House / apartment,-11937,-12281,1,0,0,0,IT staff,2.0
5009531,F,N,Y,0,84829.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-12263,-14312,1,0,0,1,HR staff,2.0
5009532,F,Y,Y,0,91980.2,Working,Incomplete higher,Widow,Municipal apartment,-22557,-12175,1,0,0,0,Security staff,2.0
5009533,F,N,N,0,54651.9,Commercial associate,Higher education,Married,Rented apartment,-12327,-12670,1,0,1,0,IT staff,2.0
5009534,M,Y,N,2,92980.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-17759,-7127,1,0,0,0,Secretaries,3.0
5009535,F,N,N,0,106297.6,Commercial associate,Higher education,Civil marriage,House / apartment,-23234,-1002,1,1,0,0,Drivers,2.0
5009536,M,Y,Y,0,127952.9,Commercial associate,Incomplete higher,Married,House / apartment,-16424,-5814,1,0,0,0,Sales staff,2.0
5009537,F,Y,Y,0,102598.5,State servant,Higher education,Single / not married,With parents,-9782,-13317,1,0,1,0,Cleaning staff,2.0
5009538,M,Y,N,3,63546.4,State servant,Secondary / secondary special,Separated,House / apartment,-16327,-2797,1,0,1,1,Low-skill Laborers,4.0
5009539,M,N,Y,1,269956.2,Working,Academic degree,Married,House / apartment,-19055,-3067,1,1,0,0,Medicine staff,3.0
5009540,F,N,Y,0,149427.0,Working,Secondary / secondary special,Married,House / apartment,-13137,-4382,1,0,0,0,Secretaries,2.0
5009541,M,N,N,0,130139.2,Working,Secondary / secondary special,Married,House / apartment,-24047,-569,1,0,0,0,Managers,2.0
5009542,F,N,N,0,163148.4,Working,Secondary / secondary special,Married,House / apartment,-11074,-764,1,0,0,0,IT staff,2.0
5009543,F,Y,N,1,111558.5,Working,Secondary / secondary special,Married,House / apartment,-11888,-4737,1,1,0,0,Cooking staff,2.0
5009544,M,N,Y,1,187803.3,Working,Incomplete higher,Married,House / apartment,-19172,-7629,1,0,0,0,Realty agents,3.0
5009545,F,N,Y,1,101563.1,Working,Higher education,Civil marriage,House / apartment,-7926,-394,1,0,0,0,nan,2.0
5009546,M,Y,N,0,98802.1,Commercial associate,Higher education,Married,House / apartment,-19074,-5263,1,0,0,0,High skill tech staff,2.0
5009547,F,Y,Y,1,135620.3,Working,Secondary / secondary special,Married,House / apartment,-13137,-4063,1,1,0,1,Private service staff,3.0
5009548,F,Y,N,1,217114.2,Working,Incomplete higher,Separated,Municipal apartment,-24860,-340,1,0,1,0,Sales staff,3.0
5009549,F,Y,Y,3,210244.1,Working,Secondary / secondary special,Single / not married,House / apartment,-24140,-10887,1,0,0,0,Laborers,5.0
5009550,M,N,N,1,132776.7,Pensioner,Secondary / secondary special,Married,Municipal apartment,-18524,365243,1,0,0,0,Laborers,3.0
5009551,F,Y,N,0,127810.7,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24087,365243,1,0,1,0,nan,2.0
5009552,F,Y,Y,0,139807.4,Working,Secondary / secondary special,Married,House / apartment,-17818,-4482,1,0,0,0,Laborers,1.0
5009553,M,Y,Y,0,161588.9,State servant,Secondary / secondary special,Single / not married,House / apartment,-19714,-13960,1,1,0,1,Low-skill Laborers,2.0
5009554,M,N,N,1,188974.2,Working,Incomplete higher,Married,House / apartment,-7684,-12447,1,0,1,0,Core staff,2.0
5009555,F,N,N,1,87702.7,Pensioner,Secondary / secondary special,Married,House / apartment,-9490,365243,1,1,1,0,Realty agents,2.0
5009556,F,Y,Y,0,190809.5,Working,Incomplete higher,Married,House / apartment,-7554,-12993,1,1,0,0,Cleaning staff,2.0
5009557,F,Y,N,0,117183.6,Working,Secondary / secondary special,Married,House / apartment,-15605,-2747,1,1,0,0,Drivers,2.0
5009558,F,Y,Y,0,136689.3,Working,Secondary / secondary special,Married,House / apartment,-22877,-8465,1,0,1,0,Low-skill Laborers,2.0
5009559,F,N,Y,2,197003.1,Working,Secondary / secondary special,Married,House / apartment,-15415,-2559,1,0,0,0,Medicine staff,4.0
5009560,M,Y,Y,0,143419.8,Pensioner,Incomplete higher,Married,House / apartment,-15393,365243,1,0,1,0,Managers,2.0
5009561,M,N,N,0,156060.3,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-14024,-13487,1,0,0,0,Realty agents,2.0
5009562,M,N,Y,0,81250.4,Working,Secondary / secondary special,Single / not married,House / apartment,-23218,-11201,1,0,0,0,Cooking staff,1.0
5009563,F,N,Y,0,208804.9,Working,Secondary / secondary special,Married,With parents,-24946,-7837,1,0,1,0,Security staff,2.0
5009564,M,Y,N,1,139782.6,Working,Higher education,Widow,House / apartment,-13093,-11317,1,0,0,0,Laborers,2.0
5009565,F,N,Y,2,105138.4,Working,Secondary / secondary special,Separated,House / apartment,-11940,-12947,1,0,0,1,Private service staff,4.0
5009566,F,N,Y,0,171191.3,State servant,Secondary / secondary special,Married,House / apartment,-11261,-2206,1,1,0,0,Cleaning staff,2.0
5009567,F,Y,Y,1,360020.1,Working,Higher education,Married,With parents,-16694,-14539,1,0,1,0,Realty agents,3.0
5009568,M,Y,N,0,55024.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-13822,-2613,1,0,0,0,Cleaning staff,2.0
5009569,F,Y,N,4,66047.8,State servant,Secondary / secondary special,Married,House / apartment,-19899,-12594,1,1,0,0,IT staff,6.0
5009570,M,Y,N,0,378001.2,Working,Higher education,Married,House / apartment,-16036,-10986,1,0,1,0,Medicine staff,1.0
5009571,F,Y,N,0,122191.8,Working,Higher education,Married,Office apartment,-11016,-13917,1,0,0,0,Realty agents,2.0
5009572,M,N,N,0,108600.9,Working,Secondary / secondary special,Married,House / apartment,-12244,-14119,1,0,1,0,High skill tech staff,1.0
5009573,M,N,N,0,93181.7,Commercial associate,Higher education,Widow,House / apartment,-22236,-13994,1,1,0,0,nan,2.0
5009574,F,N,Y,0,180632.2,Commercial associate,Incomplete higher,Single / not married,House / apartment,-25015,-5544,1,0,0,1,Medicine staff,2.0
5009575,M,Y,Y,1,364260.2,Working,Secondary / secondary special,Married,House / apartment,-18855,-8323,1,0,0,0,Realty agents,3.0
5009576,M,N,N,1,70785.2,Commercial associate,Higher education,Single / not married,House / apartment,-18202,-9876,1,0,1,0,IT staff,3.0
5009577,F,Y,N,0,94048.1,Pensioner,Higher education,Married,House / apartment,-11202,365243,1,1,0,0,Managers,2.0
5009578,F,N,Y,1,82837.5,Commercial associate,Higher education,Married,House / apartment,-13976,-11479,1,0,0,0,HR staff,3.0
5009579,F,Y,Y,0,142405.3,Pensioner,Secondary / secondary special,Married,House / apartment,-19312,365243,1,0,0,1,Accountants,1.0
5009580,F,Y,Y,1,181897.2,Working,Academic degree,Married,House / apartment,-17126,-5411,1,0,1,1,Low-skill Laborers,3.0
5009581,F,N,Y,1,222007.5,Working,Secondary / secondary special,Married,House / apartment,-20588,-11216,1,0,0,0,Private service staff,3.0
5009582,M,Y,Y,1,144836.3,Commercial associate,Lower secondary,Single / not married,House / apartment,-10989,-8999,1,0,0,1,Low-skill Laborers,3.0
5009583,M,N,Y,0,347898.6,Working,Secondary / secondary special,Married,House / apartment,-14845,-5085,1,0,0,0,HR staff,2.0
5009584,M,N,Y,0,74059.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-21429,-2063,1,0,1,0,IT staff,2.0
5009585,F,N,N,0,65038.2,Working,Higher education,Married,House / apartment,-23487,-12650,1,1,1,0,High skill tech staff,2.0
5009586,F,N,Y,0,205802.5,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-23622,-8589,1,1,0,0,Drivers,2.0
5009587,M,N,N,1,104968.6,Working,Secondary / secondary special,Civil marriage,House / apartment,-7516,-7823,1,0,0,0,Core staff,3.0
5009588,F,Y,N,0,49614.1,Working,Secondary / secondary special,Married,House / apartment,-10117,-14272,1,0,1,0,Waiters/barmen staff,2.0
5009589,F,N,N,0,84285.8,Working,Higher education,Married,House / apartment,-7407,-3059,1,0,0,0,Cleaning staff,2.0
5009590,M,N,N,0,112176.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-17900,-7470,1,0,0,0,Managers,1.0
5009591,F,Y,Y,0,71458.8,Working,Secondary / secondary special,Married,House / apartment,-12138,-4640,1,1,0,0,Cleaning staff,1.0
5009592,F,Y,N,1,59436.8,Working,Secondary / secondary special,Married,House / apartment,-25131,-8985,1,1,0,0,nan,3.0
5009593,F,N,N,0,88981.6,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8498,-1821,1,1,0,0,Private service staff,2.0
5009594,M,N,Y,1,57973.0,Commercial associate,Secondary / secondary special,Married,With parents,-16719,-7355,1,0,1,0,nan,3.0
5009595,F,N,Y,0,135613.7,Working,Secondary / secondary special,Married,House / apartment,-19419,-6655,1,0,0,0,Core staff,1.0
5009596,F,Y,Y,2,37350.4,Working,Secondary / secondary special,Single / not married,House / apartment,-21321,-3896,1,0,1,0,nan,4.0
